time,type,value
1646374154.9245174,meditation,63
1646374155.9585168,attention,78
1646374155.9595172,meditation,67
1646374156.9245164,attention,70
1646374156.9245164,meditation,61
1646374157.9235163,attention,80
1646374157.9235163,meditation,57
1646374158.9259365,attention,69
1646374158.9259365,meditation,63
1646374159.9249368,attention,67
1646374159.9249368,meditation,60
1646374160.9250875,attention,75
1646374160.9250875,meditation,61
1646374161.925169,attention,69
1646374161.925169,meditation,66
1646374162.9442973,attention,67
1646374162.945298,meditation,54
1646374163.924923,attention,56
1646374163.924923,meditation,54
1646374164.9242065,attention,61
1646374164.9242065,meditation,47
1646374165.9242067,attention,54
1646374165.9242067,meditation,47
1646374166.97246,attention,47
1646374166.9734619,meditation,64
1646374167.924046,attention,53
1646374167.9250455,meditation,63
1646374168.9250257,attention,40
1646374168.9250257,meditation,60
1646374169.9247143,attention,50
1646374169.9247143,meditation,67
1646374170.9247918,attention,56
1646374170.9247918,meditation,44
1646374171.9240322,attention,44
1646374171.9250314,meditation,41
1646374172.9236627,attention,74
1646374172.9236627,meditation,50
1646374173.9566674,attention,56
1646374173.9566674,meditation,16
1646374174.9256682,attention,53
1646374174.9266658,meditation,26
1646374175.9246683,attention,63
1646374175.925668,meditation,35
1646374176.9264162,attention,63
1646374176.9264162,meditation,35
1646374177.9254162,attention,63
1646374177.9254162,meditation,35
1646374178.92334,attention,40
1646374178.9243374,meditation,41
1646374179.9368732,attention,48
1646374179.9378717,meditation,67
1646374180.9465253,attention,51
1646374180.9465253,meditation,80
1646374181.9275239,attention,64
1646374181.9285262,meditation,66
1646374182.9269402,attention,75
1646374182.9269402,meditation,66
1646374183.9255338,attention,66
1646374183.9255338,meditation,63
1646374184.9425955,attention,61
1646374184.9425955,meditation,48
1646374185.9255981,attention,30
1646374185.9255981,meditation,53
1646374186.9247565,attention,27
1646374186.9257398,meditation,53
1646374187.9307303,attention,29
1646374187.9317443,meditation,53
1646374188.9254088,attention,56
1646374188.9254088,meditation,54
1646374189.9234145,attention,84
1646374189.9234145,meditation,56
1646374190.926114,attention,87
1646374190.926114,meditation,47
1646374191.967106,attention,94
1646374191.9681158,meditation,47
1646374192.924321,attention,67
1646374192.9263203,meditation,61
1646374193.9233186,attention,60
1646374193.9243207,meditation,64
1646374194.9234583,attention,60
1646374194.9234583,meditation,64
1646374195.9234567,attention,60
1646374195.9234567,meditation,64
1646374196.92348,attention,60
1646374196.92348,meditation,64
1646374197.9244835,attention,60
1646374197.9244835,meditation,64
1646374198.957022,attention,60
1646374198.957022,meditation,64
1646374199.9230235,attention,60
1646374199.9230235,meditation,64
1646374200.9260235,attention,54
1646374200.9260235,meditation,69
1646374201.9230235,attention,35
1646374201.9240222,meditation,83
1646374202.9249527,attention,41
1646374202.9259481,meditation,77
1646374203.9239492,attention,41
1646374203.9239492,meditation,77
1646374204.9257393,attention,47
1646374204.926738,meditation,80
1646374205.9418433,attention,47
1646374205.9418433,meditation,80
1646374206.9241085,attention,47
1646374206.9241085,meditation,80
1646374207.9241183,attention,47
1646374207.9241183,meditation,80
1646374208.9232097,attention,47
1646374208.9232097,meditation,80
1646374209.972223,attention,51
1646374209.9742267,meditation,91
1646374210.924966,attention,74
1646374210.924966,meditation,83
1646374211.9420393,attention,74
1646374211.9420393,meditation,83
1646374212.929191,attention,74
1646374212.929191,meditation,83
1646374213.9251947,attention,74
1646374213.9251947,meditation,77
1646374214.92733,attention,63
1646374214.92733,meditation,77
1646374215.9273233,attention,63
1646374215.9273233,meditation,77
1646374216.9638934,attention,63
1646374216.9648807,meditation,77
1646374217.923961,attention,54
1646374217.923961,meditation,74
1646374218.9235952,attention,48
1646374218.92457,meditation,81
1646374219.9245708,attention,48
1646374219.9245708,meditation,94
1646374220.9236324,attention,53
1646374220.9246323,meditation,84
1646374221.925633,attention,69
1646374221.925633,meditation,83
1646374222.9261818,attention,56
1646374222.9261818,meditation,64
1646374223.946178,attention,56
1646374223.9471896,meditation,43
1646374224.924747,attention,47
1646374224.9257433,meditation,51
1646374225.9233305,attention,47
1646374225.9273272,meditation,51
1646374226.9231882,attention,34
1646374226.9241862,meditation,24
1646374227.9431875,attention,37
1646374227.9431875,meditation,30
1646374228.9237044,attention,40
1646374228.9246955,meditation,50
1646374229.9236913,attention,38
1646374229.9236913,meditation,47
1646374230.9283278,attention,40
1646374230.9283278,meditation,78
1646374231.9243984,attention,41
1646374231.9253817,meditation,77
1646374232.924368,attention,38
1646374232.924368,meditation,75
1646374233.923358,attention,60
1646374233.9243584,meditation,75
1646374234.9794645,attention,61
1646374234.9804654,meditation,63
1646374235.9234738,attention,70
1646374235.924466,meditation,74
1646374236.9250937,attention,74
1646374236.9250937,meditation,61
1646374237.9261417,attention,60
1646374237.9261417,meditation,61
1646374238.927267,attention,50
1646374238.9282677,meditation,66
1646374239.9268486,attention,41
1646374239.9268486,meditation,56
1646374240.923858,attention,43
1646374240.923858,meditation,63
1646374241.95885,attention,37
1646374241.95885,meditation,54
1646374242.923854,attention,37
1646374242.923854,meditation,54
1646374243.9306474,attention,37
1646374243.9306474,meditation,54
1646374244.9236403,attention,40
1646374244.9246397,meditation,43
1646374245.9243577,attention,40
1646374245.9243577,meditation,43
1646374246.9252348,attention,40
1646374246.9262347,meditation,43
1646374247.9237182,attention,40
1646374247.9247072,meditation,43
1646374248.9491603,attention,57
1646374248.9501603,meditation,44
1646374249.9247353,attention,57
1646374249.9247353,meditation,44
1646374250.9235032,attention,63
1646374250.924504,meditation,50
1646374251.9237304,attention,56
1646374251.92472,meditation,64
1646374252.972466,attention,56
1646374252.9734674,meditation,77
1646374253.9234493,attention,37
1646374253.9234493,meditation,75
1646374254.9244869,attention,35
1646374254.9244869,meditation,81
1646374255.9244912,attention,53
1646374255.9254916,meditation,70
1646374256.9274867,attention,53
1646374256.928488,meditation,70
1646374257.9239113,attention,63
1646374257.9239113,meditation,77
1646374258.9253008,attention,63
1646374258.9253008,meditation,77
1646374259.962295,attention,69
1646374259.962295,meditation,81
1646374260.9238248,attention,61
1646374260.9238248,meditation,66
1646374261.9268215,attention,57
1646374261.9278193,meditation,70
1646374262.9238207,attention,57
1646374262.9238207,meditation,64
1646374263.924824,attention,54
1646374263.924824,meditation,50
1646374264.930012,attention,61
1646374264.930012,meditation,50
1646374265.9245088,attention,48
1646374265.9255114,meditation,43
1646374266.9437222,attention,48
1646374266.9447052,meditation,43
1646374267.923807,attention,56
1646374267.923807,meditation,43
1646374268.9237754,attention,56
1646374268.9247735,meditation,43
1646374269.924174,attention,57
1646374269.924174,meditation,63
1646374270.9428694,attention,47
1646374270.9428694,meditation,48
1646374271.9224994,attention,61
1646374271.9245021,meditation,54
1646374272.9250646,attention,40
1646374272.9250646,meditation,40
1646374273.9256046,attention,30
1646374273.9266033,meditation,24
1646374274.9231324,attention,50
1646374274.9231324,meditation,43
1646374275.9311402,attention,57
1646374275.932139,meditation,41
1646374276.9252124,attention,63
1646374276.9252124,meditation,61
1646374277.963463,attention,83
1646374277.963463,meditation,77
1646374278.9220574,attention,70
1646374278.9230363,meditation,83
1646374279.9221628,attention,70
1646374279.9221628,meditation,83
1646374280.9231486,attention,69
1646374280.9231486,meditation,80
1646374281.922379,attention,60
1646374281.9233856,meditation,63
1646374282.9226835,attention,47
1646374282.923669,meditation,56
1646374283.9244096,attention,47
1646374283.9244096,meditation,41
1646374284.948418,attention,38
1646374284.949413,meditation,35
1646374285.923129,attention,50
1646374285.9241276,meditation,51
1646374286.9241319,attention,51
1646374286.9241319,meditation,41
1646374287.9242928,attention,54
1646374287.9252872,meditation,56
1646374288.92291,attention,53
1646374288.9239058,meditation,69
1646374289.9241257,attention,48
1646374289.9241257,meditation,60
1646374290.9231293,attention,53
1646374290.9241464,meditation,69
1646374291.9355414,attention,53
1646374291.9355414,meditation,69
1646374292.923654,attention,54
1646374292.923654,meditation,69
1646374293.9221497,attention,63
1646374293.9231393,meditation,66
1646374294.923139,attention,77
1646374294.923139,meditation,57
1646374295.9718025,attention,75
1646374295.9727857,meditation,50
1646374296.9227834,attention,75
1646374296.9227834,meditation,35
1646374297.9247828,attention,60
1646374297.9247828,meditation,26
1646374298.9251668,attention,60
1646374298.9251668,meditation,26
1646374299.9240024,attention,60
1646374299.9240024,meditation,26
1646374300.9235537,attention,60
1646374300.9235537,meditation,26
1646374301.924405,attention,60
1646374301.9253967,meditation,26
1646374302.9566083,attention,60
1646374302.9575949,meditation,26
1646374303.922197,attention,60
1646374303.9242148,meditation,26
1646374304.9227757,attention,51
1646374304.9227757,meditation,48
1646374305.9240396,attention,63
1646374305.9240396,meditation,54
1646374306.923566,attention,63
1646374306.923566,meditation,54
1646374307.9414694,attention,63
1646374307.9424584,meditation,54
1646374308.923061,attention,63
1646374308.923061,meditation,54
1646374309.9507327,attention,63
1646374309.9517262,meditation,54
1646374310.9234233,attention,63
1646374310.9234233,meditation,54
1646374311.923511,attention,63
1646374311.923511,meditation,63
1646374312.9235487,attention,66
1646374312.9235487,meditation,63
1646374313.954553,attention,66
1646374313.95554,meditation,56
1646374314.9241707,attention,47
1646374314.9251535,meditation,56
1646374315.9251556,attention,38
1646374315.9271538,meditation,51
1646374316.9314265,attention,44
1646374316.932443,meditation,67
1646374317.923275,attention,48
1646374317.924274,meditation,53
1646374318.923835,attention,53
1646374318.9248366,meditation,53
1646374319.932277,attention,53
1646374319.9342885,meditation,53
1646374320.9604583,attention,60
1646374320.9604583,meditation,60
1646374321.9237943,attention,60
1646374321.9237943,meditation,60
1646374322.9243147,attention,60
1646374322.9243147,meditation,60
1646374323.9233189,attention,57
1646374323.9233189,meditation,51
1646374324.9248984,attention,48
1646374324.9248984,meditation,53
1646374325.9244258,attention,54
1646374325.9254165,meditation,53
1646374326.9251444,attention,63
1646374326.9251444,meditation,57
1646374327.9453568,attention,63
1646374327.9463615,meditation,57
1646374328.9232047,attention,54
1646374328.9232047,meditation,69
1646374329.9233403,attention,50
1646374329.9233403,meditation,74
1646374330.924335,attention,50
1646374330.9253242,meditation,78
1646374331.926105,attention,50
1646374331.926105,meditation,78
1646374332.9241188,attention,51
1646374332.9251132,meditation,80
1646374333.926904,attention,51
1646374333.926904,meditation,80
1646374334.9360163,attention,66
1646374334.9370093,meditation,63
1646374335.923781,attention,84
1646374335.923781,meditation,69
1646374336.9229083,attention,84
1646374336.9238958,meditation,69
1646374337.9217353,attention,84
1646374337.9227507,meditation,69
1646374338.9679122,attention,84
1646374338.9679122,meditation,69
1646374339.931925,attention,77
1646374339.9329116,meditation,60
1646374340.9229074,attention,77
1646374340.9229074,meditation,60
1646374341.9224315,attention,64
1646374341.9224315,meditation,64
1646374342.9230137,attention,60
1646374342.9230137,meditation,57
1646374343.9239476,attention,50
1646374343.9239476,meditation,54
1646374344.9234796,attention,54
1646374344.9234796,meditation,61
1646374345.9573693,attention,57
1646374345.9573693,meditation,51
1646374346.9233832,attention,64
1646374346.9243784,meditation,61
1646374347.922573,attention,64
1646374347.9235551,meditation,61
1646374348.9222357,attention,63
1646374348.9232209,meditation,66
1646374349.9231782,attention,60
1646374349.9251807,meditation,75
1646374350.9234402,attention,60
1646374350.9234402,meditation,81
1646374351.9232142,attention,48
1646374351.9232142,meditation,84
1646374352.9451997,attention,44
1646374352.9451997,meditation,70
1646374353.92204,attention,37
1646374353.9230442,meditation,50
1646374354.9230337,attention,29
1646374354.9230337,meditation,30
1646374355.9232793,attention,27
1646374355.9242911,meditation,35
1646374356.940277,attention,26
1646374356.940277,meditation,40
1646374357.9237027,attention,38
1646374357.9247077,meditation,56
1646374358.9222853,attention,37
1646374358.9232762,meditation,60
1646374359.9290862,attention,41
1646374359.9290862,meditation,54
1646374360.9231985,attention,43
1646374360.9231985,meditation,54
1646374361.923452,attention,40
1646374361.923452,meditation,61
1646374362.9235494,attention,40
1646374362.9235494,meditation,61
1646374363.9612288,attention,40
1646374363.9612288,meditation,61
1646374364.9232285,attention,56
1646374364.9232285,meditation,64
1646374365.9222295,attention,56
1646374365.9232268,meditation,64
1646374366.9222364,attention,50
1646374366.9232433,meditation,66
1646374367.9244366,attention,48
1646374367.9244366,meditation,57
1646374368.9221108,attention,35
1646374368.9231036,meditation,44
1646374369.923819,attention,23
1646374369.9248183,meditation,50
1646374370.9535422,attention,26
1646374370.9555562,meditation,63
1646374371.939975,attention,29
1646374371.942958,meditation,81
1646374372.9240751,attention,29
1646374372.9240751,meditation,81
1646374373.9220743,attention,47
1646374373.9240713,meditation,84
1646374374.922083,attention,47
1646374374.924072,meditation,84
1646374375.923073,attention,47
1646374375.9240744,meditation,84
1646374376.9230714,attention,47
1646374376.9230714,meditation,84
1646374377.9323704,attention,47
1646374377.9323704,meditation,84
1646374378.9225554,attention,47
1646374378.923553,meditation,84
1646374379.9215379,attention,47
1646374379.9215379,meditation,84
1646374380.921541,attention,0
1646374380.9225357,meditation,0
1646374381.966031,attention,0
1646374381.966031,meditation,0
1646374382.922592,attention,0
1646374382.9235823,meditation,0
1646374383.9236143,attention,0
1646374383.9236143,meditation,0
1646374384.926739,attention,0
1646374384.926739,meditation,0
1646374385.9256902,attention,0
1646374385.9256902,meditation,0
1646374386.9222186,attention,0
1646374386.9232163,meditation,0
1646374387.9223652,attention,0
1646374387.9223652,meditation,0
1646374388.9561188,attention,0
1646374388.9571142,meditation,0
1646374389.9236343,attention,0
1646374389.9246361,meditation,0
1646374390.923656,attention,61
1646374390.9246354,meditation,69
1646374391.9221764,attention,51
1646374391.9231846,meditation,75
1646374392.9241843,attention,69
1646374392.9241843,meditation,69
1646374393.923186,attention,60
1646374393.923186,meditation,78
1646374394.923196,attention,56
1646374394.9241939,meditation,88
1646374395.941327,attention,53
1646374395.941327,meditation,83
1646374396.9236026,attention,41
1646374396.9245982,meditation,88
1646374397.923331,attention,41
1646374397.9243274,meditation,88
1646374398.9222383,attention,41
1646374398.923219,meditation,88
1646374399.9661734,attention,41
1646374399.9661734,meditation,88
1646374400.9226909,attention,40
1646374400.9226909,meditation,78
1646374401.922464,attention,40
1646374401.923451,meditation,78
1646374402.9294474,attention,40
1646374402.9304476,meditation,78
1646374403.9414475,attention,35
1646374403.9414475,meditation,94
1646374404.925451,attention,57
1646374404.925451,meditation,88
1646374405.9241118,attention,57
1646374405.9241118,meditation,88
1646374406.961111,attention,57
1646374406.961111,meditation,88
1646374407.9231143,attention,57
1646374407.9251144,meditation,88
1646374408.9243433,attention,51
1646374408.9243433,meditation,90
1646374409.9236946,attention,51
1646374409.924683,meditation,90
1646374410.9226792,attention,51
1646374410.9226792,meditation,90
1646374411.9230537,attention,51
1646374411.9230537,meditation,90
1646374412.9226174,attention,51
1646374412.9236078,meditation,90
1646374413.9461613,attention,51
1646374413.9471548,meditation,90
1646374414.9257998,attention,37
1646374414.9257998,meditation,88
1646374415.9234788,attention,37
1646374415.9234788,meditation,88
1646374416.922829,attention,37
1646374416.922829,meditation,88
1646374417.9411986,attention,37
1646374417.9411986,meditation,88
1646374418.9247656,attention,37
1646374418.9247656,meditation,88
1646374419.9226663,attention,37
1646374419.9226663,meditation,88
1646374420.928668,attention,37
1646374420.9296694,meditation,88
1646374421.9228504,attention,37
1646374421.9238532,meditation,88
1646374422.9222515,attention,37
1646374422.9222515,meditation,88
1646374423.9216297,attention,41
1646374423.9216297,meditation,84
1646374424.9677176,attention,41
1646374424.9677176,meditation,84
1646374425.9229417,attention,41
1646374425.9229417,meditation,84
1646374426.9219427,attention,41
1646374426.9229453,meditation,84
1646374427.9259284,attention,40
1646374427.9269326,meditation,80
1646374428.9218798,attention,35
1646374428.9218798,meditation,66
1646374429.9208643,attention,40
1646374429.9218652,meditation,70
1646374430.9218788,attention,21
1646374430.922875,meditation,56
1646374431.9552546,attention,1
1646374431.956251,meditation,57
1646374432.9218109,attention,1
1646374432.9218109,meditation,67
1646374433.9228163,attention,21
1646374433.9228163,meditation,75
1646374434.9218075,attention,30
1646374434.9218075,meditation,87
1646374435.9534144,attention,30
1646374435.9544227,meditation,84
1646374436.9229546,attention,37
1646374436.9239478,meditation,87
1646374437.9233036,attention,26
1646374437.9233036,meditation,66
1646374438.9417987,attention,38
1646374438.9417987,meditation,56
1646374439.9214635,attention,48
1646374439.922464,meditation,63
1646374440.9234576,attention,47
1646374440.9234576,meditation,60
1646374441.9237301,attention,35
1646374441.9237301,meditation,74
1646374442.9623427,attention,20
1646374442.9633467,meditation,80
1646374443.9226422,attention,20
1646374443.9226422,meditation,80
1646374444.9227319,attention,14
1646374444.9237144,meditation,69
1646374445.9236107,attention,14
1646374445.9246066,meditation,74
1646374446.9231715,attention,35
1646374446.92416,meditation,77
1646374447.9226105,attention,48
1646374447.9235976,meditation,74
1646374448.922237,attention,51
1646374448.9232535,meditation,64
1646374449.9567473,attention,40
1646374449.9577484,meditation,63
1646374450.9217508,attention,38
1646374450.9227471,meditation,60
1646374451.9217887,attention,38
1646374451.9217887,meditation,60
1646374452.9247897,attention,20
1646374452.9247897,meditation,66
1646374453.9229765,attention,13
1646374453.9229765,meditation,78
1646374454.9229841,attention,43
1646374454.923981,meditation,66
1646374455.9236193,attention,43
1646374455.9236193,meditation,66
1646374456.943949,attention,43
1646374456.943949,meditation,66
1646374457.923776,attention,43
1646374457.923776,meditation,66
1646374458.9207425,attention,34
1646374458.921731,meditation,60
1646374459.921602,attention,34
1646374459.921602,meditation,60
1646374460.9405951,attention,47
1646374460.9415927,meditation,69
1646374461.923027,attention,51
1646374461.9240239,meditation,70
1646374462.925114,attention,51
1646374462.9261134,meditation,70
1646374463.9260044,attention,51
1646374463.927004,meditation,70
1646374464.922009,attention,51
1646374464.9230094,meditation,70
1646374465.921755,attention,51
1646374465.9227474,meditation,70
1646374466.9242964,attention,51
1646374466.9242964,meditation,70
1646374467.9663146,attention,51
1646374467.9673207,meditation,70
1646374468.9232907,attention,0
1646374468.9232907,meditation,0
1646374469.9219813,attention,0
1646374469.9219813,meditation,0
1646374470.9219897,attention,0
1646374470.9229755,meditation,0
1646374471.9316204,attention,0
1646374471.9326158,meditation,0
1646374472.923922,attention,0
1646374472.9249094,meditation,0
1646374473.9229333,attention,0
1646374473.9239244,meditation,0
1646374474.9484572,attention,0
1646374474.9494512,meditation,0
1646374475.9234521,attention,0
1646374475.9234521,meditation,0
1646374476.9224694,attention,0
1646374476.9234653,meditation,0
1646374477.9231963,attention,0
1646374477.9231963,meditation,0
1646374478.9215884,attention,0
1646374478.9215884,meditation,0
1646374479.9208071,attention,0
1646374479.921809,meditation,0
1646374480.922815,attention,0
1646374480.9248013,meditation,0
1646374481.9410617,attention,0
1646374481.9410617,meditation,0
1646374482.921633,attention,0
1646374482.921633,meditation,0
1646374483.921641,attention,0
1646374483.921641,meditation,0
1646374484.9216323,attention,26
1646374484.9226353,meditation,75
1646374485.963358,attention,26
1646374485.9643552,meditation,75
1646374486.9213579,attention,26
1646374486.9223628,meditation,75
1646374487.9213727,attention,44
1646374487.922354,meditation,77
1646374488.9205472,attention,57
1646374488.9215376,meditation,77
1646374489.9247715,attention,43
1646374489.9257576,meditation,83
1646374490.9233627,attention,56
1646374490.9233627,meditation,80
1646374491.9210405,attention,48
1646374491.9220238,meditation,87
1646374492.9546857,attention,20
1646374492.9556813,meditation,66
1646374493.9218957,attention,38
1646374493.9218957,meditation,75
1646374494.923033,attention,38
1646374494.9240296,meditation,75
1646374495.9198027,attention,38
1646374495.920785,meditation,75
1646374496.9218633,attention,38
1646374496.922855,meditation,75
1646374497.9216151,attention,38
1646374497.9226143,meditation,75
1646374498.9216154,attention,14
1646374498.9216154,meditation,77
1646374499.940411,attention,1
1646374499.940411,meditation,93
1646374500.922417,attention,1
1646374500.9234114,meditation,94
1646374501.9212523,attention,1
1646374501.922246,meditation,91
1646374502.9212575,attention,1
1646374502.9212575,meditation,83
1646374503.94115,attention,1
1646374503.94115,meditation,83
1646374504.922153,attention,4
1646374504.92415,meditation,83
1646374505.9222684,attention,29
1646374505.9222684,meditation,74
1646374506.951317,attention,57
1646374506.9553125,meditation,60
1646374507.921998,attention,57
1646374507.9229772,meditation,60
1646374508.9229994,attention,57
1646374508.9239855,meditation,60
1646374509.92165,attention,57
1646374509.922663,meditation,60
1646374510.9586313,attention,57
1646374510.9586313,meditation,60
1646374511.921464,attention,57
1646374511.922459,meditation,60
1646374512.92049,attention,57
1646374512.921487,meditation,60
1646374513.9204776,attention,0
1646374513.9204776,meditation,0
1646374514.9204795,attention,0
1646374514.9204795,meditation,0
1646374515.9204764,attention,0
1646374515.9204764,meditation,0
